inflammation,redness,rubor,excitement,excitation,inflammation,fervor,fervour,inflammation,inflaming,ignition,firing,lighting,kindling,inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tone,tone_of_voice,tone,timbre,timber,quality,tone,spirit,tone,feel,feeling,flavor,flavour,look,smell,shade,tint,tincture,tone,note,musical_note,tone,tone,pure_tone,tonicity,tonus,tone,tone,whole_tone,step,whole_step,tone,tone,chant,intone,tone,inflect,modulate,tone,tone,tone,tone_up,strengthen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menace,threat,threat,threat,terror,scourge,threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,quake,temblor,seism,earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesture,motion,movement,motion,motion,movement,move,motility,motion,motion,question,motion,movement,move,apparent_motion,motion,apparent_movement,movement,gesticulate,gesture,motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malfunction,malfunction,misfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damage,harm,impairment,damage,equipment_casualty,damage,harm,hurt,scathe,price,terms,damage,wrong,legal_injury,damage,damage,damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discomfort,uncomfortableness,discomfort,soreness,irritation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,H2O,body_of_water,water,water,water_system,water_supply,water,urine,piss,pee,piddle,weewee,water,water,water,irrigate,water,water,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charge,charge,complaint,charge,charge,electric_charge,care,charge,tutelage,guardianship,mission,charge,commission,charge,charge,cathexis,charge,bang,boot,charge,rush,flush,thrill,kick,charge,billing,commission,charge,direction,accusation,charge,charge,bearing,heraldic_bearing,armorial_bearing,charge,burster,bursting_charge,explosive_charge,charge,bear_down,charge,accuse,charge,bill,tear,shoot,shoot_down,charge,buck,appoint,charge,charge,lodge,file,charge,charge,charge,commit,institutionalize,institutionalise,send,charge,consign,charge,charge,charge,agitate,rouse,turn_on,charge,commove,excite,charge_up,charge,load,charge,charge,level,point,charge,saddle,burden,charge,charge,blame,charge,charge,charge,charge,charge,,,,,,,,,,,,,,,,
tardiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flood,inundation,deluge,alluvion,flood,inundation,deluge,torrent,flood,floodlight,flood_lamp,photoflood,flood,overflow,outpouring,flood,flowage,flood_tide,flood,rising_tide,deluge,flood,inundate,swamp,flood,flood,oversupply,glut,flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandal,dirt,malicious_gossip,scandal,outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiation,radiation,radiation_sickness,radiation_syndrome,radiation,radiation,radioactivity,radiation,radiation,radiotherapy,radiation_therapy,radiation,actinotherapy,irradiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confusion,confusion,mental_confusion,confusedness,muddiness,disarray,confusion,discombobulation,confusion,confusion,mix-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accident,accident,stroke,fortuity,chance_event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tension,tenseness,stress,tension,tensity,tenseness,tautness,tension,tension,latent_hostility,tension,tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contraction,muscular_contraction,muscle_contraction,compression,condensation,contraction,contraction,contraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wart,wart,wart,verruca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,quake,temblor,seism,earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tension,tenseness,stress,tension,tensity,tenseness,tautness,tension,tension,latent_hostility,tension,tension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dizziness,giddiness,lightheadedness,vertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meeting,group_meeting,meeting,get_together,meeting,encounter,meeting,coming_together,merging,meeting,coming_together,confluence,meeting,meet,run_into,encounter,run_across,come_across,see,meet,get_together,converge,meet,meet,satisfy,fill,fulfill,fulfil,meet,fit,conform_to,meet,match,cope_with,meet,gather,assemble,forgather,foregather,meet,meet,meet,encounter,play,take_on,meet,encounter,receive,suffer,meet,touch,adjoin,meet,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fear,fearfulness,fright,concern,care,fear,fear,reverence,awe,veneration,fear,fear,dread,fear,fear,reverence,fear,revere,venerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transmission,transmittal,transmitting,transmission,transmittance,transmission,infection,contagion,transmission,transmission,transmission_system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confrontation,confrontation,confrontation,encounter,showdown,face-off,confrontation,opposition,confrontation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decrease,diminution,reduction,step-down,reduction,reducing,reduction,simplification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devastation,desolation,devastation,devastation,desolation,ravaging,devastation,destruction,devastation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index,index_number,indicant,indicator,indicator,indicator,indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deficit,shortage,shortfall,deficit,deficit,deficit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wind,air_current,current_of_air,wind,wind,wind,malarkey,malarky,idle_words,jazz,nothingness,tip,lead,steer,confidential_information,wind,hint,wind_instrument,wind,fart,farting,flatus,wind,breaking_wind,wind,winding,twist,weave,wind,thread,meander,wander,wind,twist,curve,wind,wrap,roll,twine,scent,nose,wind,wind,wind_up,wreathe,wind,hoist,lift,wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illness,unwellness,malady,sickness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destruction,devastation,destruction,demolition,wipeout,end,destruction,death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sound,sound,auditory_sensation,sound,sound,audio,sound,phone,speech_sound,sound,strait,sound,sound,sound,sound,go,sound,sound,voice,sound,vocalize,vocalise,sound,fathom,sound,sound,healthy,intelligent,levelheaded,level-headed,sound,sound,good,sound,reasoned,sound,well-grounded,legal,sound,effectual,sound,heavy,profound,sound,wakeless,sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landslide,landslide,landslip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debris,dust,junk,rubble,detritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fire,fire,firing,fire,flame,flaming,fire,fire,ardor,ardour,fervor,fervour,fervency,fire,fervidness,fire,fire,fire,attack,flak,flack,blast,open_fire,fire,fire,discharge,fire,displace,fire,give_notice,can,dismiss,give_the_axe,send_away,sack,force_out,give_the_sack,terminate,fire,discharge,go_off,fire,arouse,elicit,enkindle,kindle,evoke,fire,raise,provoke,burn,fire,burn_down,fuel,fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistake,error,fault,defect,fault,flaw,demerit,fault,fault,faulting,geological_fault,shift,fracture,break,fault,fault,fault,blame,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pressure,pressure_level,force_per_unit_area,pressure,press,pressure,pressing,imperativeness,insistence,insistency,press,pressure,pressure,pressure_sensation,pressure,atmospheric_pressure,air_pressure,pressure,coerce,hale,squeeze,pressure,force,blackmail,blackjack,pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancellation,cancellation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sorrow,sorrow,regret,rue,ruefulness,grief,sorrow,sadness,sorrow,sorrowfulness,grieve,sorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,quake,temblor,seism,earthquake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritation,annoyance,vexation,botheration,pique,temper,irritation,irritation,excitation,innervation,irritation,discomfort,soreness,irritation,aggravation,irritation,provocation,annoyance,annoying,irritation,vexation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satisfaction,gratification,satisfaction,atonement,expiation,satisfaction,satisfaction,satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accident,accident,stroke,fortuity,chance_event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alarm,dismay,consternation,alarm,warning_device,alarm_system,alarm,alert,warning_signal,alarum,alarm_clock,alarm,dismay,alarm,appal,appall,horrify,alarm,alert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incident,incident,incident,incidental,incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholesterol,cholesterin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrotechnics,pyrotechnics,pyrotechny,firework,pyrotechnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,emphasis,accent,tension,tenseness,stress,stress,focus,stress,strain,stress,stress,emphasize,emphasise,punctuate,accent,accentuate,stress,accent,accentuate,try,strain,stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crisis,crisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infection,infection,infection,infection,contagion,transmission,contagion,infection,infection,infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drink,drink,drinking,boozing,drunkenness,crapulence,beverage,drink,drinkable,potable,drink,swallow,drink,deglutition,drink,imbibe,drink,booze,fuddle,toast,drink,pledge,salute,wassail,drink_in,drink,drink,tope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grief,heartache,heartbreak,brokenheartedness,grief,sorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mentality,outlook,mindset,mind-set,brain,brainpower,learning_ability,mental_capacity,mentality,wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preeclampsia,pre-eclampsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
destruction,demolition,wipeout,demolition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outbreak,eruption,irruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pain,hurting,pain,painfulness,pain,pain_sensation,painful_sensation,pain,pain_in_the_neck,nuisance,annoyance,bother,botheration,pain,infliction,pain_in_the_neck,pain_in_the_ass,trouble,ail,pain,pain,anguish,hurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcohol,alcoholic_drink,alcoholic_beverage,intoxicant,inebriant,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malfunction,malfunction,misfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sodium,Na,atomic_number_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damages,amends,indemnity,indemnification,restitution,redress,damage,harm,impairment,damage,equipment_casualty,damage,harm,hurt,scathe,price,terms,damage,wrong,legal_injury,damage,damage,damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
law,jurisprudence,law,law,natural_law,law,law_of_nature,jurisprudence,law,legal_philosophy,law,practice_of_law,police,police_force,constabulary,law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virus,virus,virus,computer_virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explosion,detonation,blowup,explosion,burst,explosion,explosion,plosion,explosion,explosion,explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damage,harm,impairment,damage,equipment_casualty,damage,harm,hurt,scathe,price,terms,damage,wrong,legal_injury,damage,damage,damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concern,worry,headache,vexation,headache,head_ache,cephalalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
injury,hurt,harm,trauma,damage,harm,impairment,damage,harm,hurt,scathe,harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
